kategori_wilayah,kategori_membership,bergabung_melalui_referral,jenis_penawaran_preferensi,medium_operasi,rata_rata_waktu_dihabiskan,rata_rata_nilai_transaksi,rata_rata_hari_login,poin_di_dompet,menggunakan_diskon_khusus,preferensi_aplikasi_penawaran,umpan_balik
Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,44.71,49318.16,0.0,834.69,Yes,No,User Friendly Website
Unknown,Premium Membership,Yes,Credit/Debit Card Offers,Both,727.73,23588.23,15.0,739.07,Yes,No,User Friendly Website
Town,Platinum Membership,No,Gift Vouchers/Coupons,Both,373.72,43795.77,12.0,777.65,Yes,Yes,No reason specified
City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,32.63,40690.34,14.0,784.88,No,Yes,Poor Customer Service
Unknown,Basic Membership,No,Without Offers,Smartphone,159.56,17214.05,17.0,662.59,No,Yes,Too many ads
Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,216.94,27644.16,13.0,753.85,No,Yes,No reason specified
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Both,801.13375,8282.41,6.0,299.8337499999999,Yes,No,Poor Product Quality
Town,Platinum Membership,Yes,Without Offers,Desktop,75.16,31262.02,2.970222429,791.8,No,Yes,Poor Customer Service
City,No Membership,Yes,Gift Vouchers/Coupons,Both,801.13375,6214.43,23.0,656.81,No,Yes,Poor Customer Service
City,Basic Membership,No,Credit/Debit Card Offers,Smartphone,0.0,38056.57,21.0,506.13,Yes,No,Poor Website
City,Silver Membership,Yes,Gift Vouchers/Coupons,Unknown,124.71,19037.18,28.0,782.43,Yes,No,Too many ads
Town,Premium Membership,Unknown,Gift Vouchers/Coupons,Smartphone,453.56,47197.3,11.0,729.4,Yes,No,Poor Product Quality
City,Platinum Membership,No,Credit/Debit Card Offers,Unknown,109.15,35906.42,1.0,809.68,Yes,No,Products always in Stock
Village,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,57.55,9405.76,21.0,299.8337499999999,No,Yes,Poor Customer Service
Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,34.56,31455.34,13.0,670.65,No,Yes,Too many ads
City,No Membership,Yes,Without Offers,Both,801.13375,8885.51,20.0,532.16,Yes,No,Poor Product Quality
Unknown,No Membership,Yes,Without Offers,Desktop,183.88,12916.76,8.0,695.77,Yes,No,Poor Product Quality
Town,Gold Membership,Unknown,Without Offers,Smartphone,426.99,72884.1,17.0,793.97,No,Yes,Reasonable Price
Town,Silver Membership,Unknown,Without Offers,Desktop,237.58,64501.69,0.0,299.8337499999999,Yes,Yes,User Friendly Website
City,Silver Membership,Yes,Gift Vouchers/Coupons,Unknown,0.0,22070.65,26.0,712.62,No,Yes,Poor Website
Town,Silver Membership,No,Without Offers,Desktop,231.98,45877.57,28.0,726.98,Yes,Yes,Poor Customer Service
Unknown,Basic Membership,Yes,Gift Vouchers/Coupons,Unknown,801.13375,14018.7,5.0,672.6,No,Yes,Too many ads
Unknown,Gold Membership,No,Without Offers,Desktop,238.64,50211.14,5.0,299.8337499999999,Yes,Yes,Quality Customer Care
Town,No Membership,No,Credit/Debit Card Offers,Desktop,345.8,32442.38,28.0,531.51,Yes,Yes,No reason specified
City,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,101.82,6350.77,0.0,299.8337499999999,Yes,No,Poor Website
Village,Silver Membership,Unknown,Without Offers,Smartphone,95.36,41388.67,23.0,798.44,No,Yes,Poor Product Quality
Village,Gold Membership,Unknown,Without Offers,Smartphone,145.51,61955.74,5.0,839.87,No,Yes,User Friendly Website
City,Premium Membership,No,Credit/Debit Card Offers,Desktop,127.63,15452.0,23.0,314.820017,Yes,No,Poor Website
City,Basic Membership,Yes,Without Offers,Smartphone,87.64,32809.99,13.0,1031.30375,Yes,No,Poor Customer Service
City,No Membership,No,Without Offers,Desktop,171.24,16662.85,29.0,615.91,Yes,No,Poor Website
City,Premium Membership,Yes,Without Offers,Desktop,39.13,37538.61,0.0,299.8337499999999,No,Yes,Poor Customer Service
City,No Membership,No,Gift Vouchers/Coupons,Both,0.0,20654.68,35.52394706,665.72,No,Yes,No reason specified
City,Platinum Membership,Yes,Without Offers,Unknown,801.13375,44427.16,21.0,724.88,No,Yes,Poor Product Quality
Town,Premium Membership,Yes,Credit/Debit Card Offers,Unknown,801.13375,42991.17,25.0,299.8337499999999,No,Yes,Poor Website
City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,125.29,7674.06,28.0,672.4,Yes,No,Poor Product Quality
City,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,801.13375,21782.74,12.0,739.11,Yes,No,No reason specified
Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,404.53,9195.97,27.0,689.01,No,Yes,Poor Website
Town,No Membership,No,Gift Vouchers/Coupons,Desktop,249.49,26114.48,6.0,590.61,No,Yes,Poor Customer Service
Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,31.04,8715.8,26.0,684.68,No,Yes,Poor Website
Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,272.12,6366.69,16.0,299.8337499999999,Yes,Yes,Too many ads
Unknown,No Membership,Yes,Without Offers,Desktop,84.56,40335.15,26.0,615.69,No,Yes,Too many ads
City,No Membership,Yes,Credit/Debit Card Offers,Desktop,32.6,24389.49,8.0,506.36,Yes,No,Poor Customer Service
Unknown,Silver Membership,Yes,Without Offers,Smartphone,284.33,27142.83,18.0,299.8337499999999,Yes,No,No reason specified
Unknown,Platinum Membership,No,Gift Vouchers/Coupons,Both,289.26,66149.91,5.0,505.4609576,Yes,No,Products always in Stock
Unknown,No Membership,Unknown,Gift Vouchers/Coupons,Unknown,52.66,10470.85,21.0,516.44,No,Yes,No reason specified
City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,181.11,80871.465,9.0,728.63,No,Yes,Products always in Stock
City,Gold Membership,No,Credit/Debit Card Offers,Both,337.55,43656.04,14.0,768.83,Yes,Yes,Products always in Stock
Unknown,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,125.46,11829.93,6.0,755.63,No,Yes,Poor Website
City,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,801.13375,20080.92,29.0,475.1633269,Yes,No,Poor Website
Village,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,801.13375,80871.465,10.0,716.01,No,Yes,Reasonable Price
Unknown,Platinum Membership,Yes,Without Offers,Unknown,41.48,13911.97,14.0,702.49,Yes,No,Too many ads
Unknown,No Membership,No,Without Offers,Smartphone,45.97,16754.61,10.0,615.47,No,Yes,Too many ads
City,No Membership,Yes,Without Offers,Unknown,68.9,33038.9,14.0,690.41,No,Yes,Poor Product Quality
City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,293.07,33019.4,13.0,675.72,Yes,No,Too many ads
Town,Platinum Membership,Yes,Without Offers,Smartphone,62.66,1522.52,19.0,778.18,No,Yes,No reason specified
Unknown,Basic Membership,Yes,Without Offers,Desktop,85.17,11019.85,22.0,664.22,Yes,No,Poor Product Quality
Town,Platinum Membership,No,Without Offers,Smartphone,67.3,21306.56,1.0,847.84,No,Yes,Quality Customer Care
City,Gold Membership,Yes,Without Offers,Unknown,555.5,32951.49,26.0,791.7,Yes,No,Poor Product Quality
Town,Gold Membership,Yes,Without Offers,Smartphone,57.29,32142.69,28.0,792.36,Yes,No,Poor Customer Service
Village,Platinum Membership,Unknown,Credit/Debit Card Offers,Desktop,90.45,2441.25,7.0,792.06,Yes,No,No reason specified
Town,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,565.67,6817.73,29.0,364.7773322,No,Yes,Poor Customer Service
City,Basic Membership,Yes,Without Offers,Smartphone,32.33,22837.08,18.0,553.79,Yes,No,Poor Website
Town,No Membership,No,Gift Vouchers/Coupons,Unknown,36.53,20551.93,15.0,699.68,No,Yes,Poor Product Quality
Village,Gold Membership,Yes,Without Offers,Smartphone,32.98,28093.5,26.0,691.75,Yes,No,Poor Customer Service
Town,No Membership,No,Without Offers,Both,262.91,1463.03,0.0,586.09,No,Yes,Too many ads
Town,Gold Membership,Unknown,Without Offers,Smartphone,63.52,47191.63,20.0,609.0,Yes,No,No reason specified
Unknown,Silver Membership,Yes,Without Offers,Unknown,241.64,19658.51,29.0,766.2,Yes,No,Too many ads
Unknown,Premium Membership,Unknown,Gift Vouchers/Coupons,Desktop,34.74,25941.36,10.0,848.17,Yes,No,Reasonable Price
Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,64.83,10766.95,8.0,781.54,Yes,No,Quality Customer Care
City,Platinum Membership,No,Credit/Debit Card Offers,Both,503.67,23067.56,7.0,299.8337499999999,No,Yes,Products always in Stock
Town,Gold Membership,No,Unknown,Smartphone,68.31,1284.29,19.0,750.22,Yes,No,Poor Customer Service
City,Silver Membership,Yes,Without Offers,Smartphone,31.29,47679.99,29.0,645.29,Yes,No,Poor Product Quality
Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,539.52,37865.08,26.0,750.49,Yes,No,Poor Product Quality
Unknown,Basic Membership,Yes,Without Offers,Desktop,740.8,30641.97,29.0,341.1187559,Yes,No,Poor Website
Town,Basic Membership,Unknown,Gift Vouchers/Coupons,Desktop,33.35,36842.15,0.0,383.0959515,Yes,No,Too many ads
Village,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,200.94,25969.95,22.0,299.8337499999999,Yes,No,Poor Website
Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,465.12,9406.6,0.0,682.77,No,Yes,Too many ads
Town,Silver Membership,Yes,Without Offers,Desktop,733.94,22749.78,24.0,682.7,Yes,Yes,No reason specified
Town,Platinum Membership,No,Without Offers,Smartphone,197.96,15441.51,21.0,748.4,Yes,No,Poor Customer Service
Unknown,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,85.76,25159.54,13.0,780.54,Yes,No,Poor Website
Village,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,80.51,19164.62,10.0,766.52,Yes,No,No reason specified
Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,31.63,37940.37,8.0,502.51,Yes,No,Poor Customer Service
City,No Membership,No,Without Offers,Smartphone,150.73,43918.27,20.0,1029.400008,No,Yes,Poor Customer Service
City,Basic Membership,Yes,Gift Vouchers/Coupons,Unknown,31.16,18271.98,25.0,686.06,No,Yes,Poor Website
Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,156.83,1470.78,19.0,607.28,No,Yes,Poor Product Quality
Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,324.27,54016.72,19.0,299.8337499999999,Yes,No,User Friendly Website
City,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,127.5,43349.18,4.0,773.59,Yes,No,Reasonable Price
Town,No Membership,No,Credit/Debit Card Offers,Unknown,89.61,29044.37,17.0,312.5939724,Yes,No,Too many ads
City,Basic Membership,Yes,Credit/Debit Card Offers,Both,801.13375,21100.61,24.0,601.99,No,Yes,Poor Website
Town,No Membership,Yes,Gift Vouchers/Coupons,Unknown,126.15,2285.74,16.0,544.71,No,Yes,Poor Product Quality
Village,No Membership,No,Gift Vouchers/Coupons,Unknown,42.96,23970.26,19.0,299.8337499999999,Yes,No,No reason specified
Town,Gold Membership,No,Without Offers,Smartphone,178.7,17133.49,16.0,636.36,No,Yes,Too many ads
City,Gold Membership,No,Gift Vouchers/Coupons,Unknown,79.06,10482.05,6.0,641.87,No,Yes,Poor Website
Town,Basic Membership,No,Credit/Debit Card Offers,Both,0.0,18355.79,27.0,515.96,Yes,No,Too many ads
Unknown,No Membership,Yes,Gift Vouchers/Coupons,Both,801.13375,13846.47,42.08936852,386.2423266,No,Yes,Poor Website
City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,221.97,39098.38,24.0,1031.30375,No,Yes,No reason specified
Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,80.3,10858.93,12.0,563.3,No,Yes,Poor Customer Service
Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,57.93,24611.43,15.0,695.44,No,Yes,Too many ads
Unknown,Silver Membership,Unknown,Credit/Debit Card Offers,Smartphone,74.5,18012.17,25.0,715.62,No,Yes,No reason specified
Town,No Membership,No,Credit/Debit Card Offers,Smartphone,110.95,27863.9,20.0,709.46,Yes,No,Poor Customer Service
Unknown,No Membership,Yes,Without Offers,Smartphone,0.0,14946.39,28.0,299.8337499999999,Yes,No,No reason specified
City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,108.27,80871.465,6.0,411.6546817,No,Yes,User Friendly Website
City,Silver Membership,No,Without Offers,Both,278.37,2970.34,0.0,299.8337499999999,No,Yes,Poor Customer Service
Town,No Membership,No,Gift Vouchers/Coupons,Unknown,34.3,3665.63,9.0,606.56,No,Yes,Poor Customer Service
Unknown,No Membership,Yes,Credit/Debit Card Offers,Smartphone,125.05,33415.66,15.0,671.02,Yes,No,Too many ads
Unknown,No Membership,Yes,Credit/Debit Card Offers,Desktop,57.32,26549.5,44.5,630.29,No,Yes,Poor Website
Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,116.48,1123.76,5.0,558.31,No,Yes,Poor Product Quality
Unknown,Gold Membership,Yes,Gift Vouchers/Coupons,Unknown,213.67,31465.38,18.0,680.95,Yes,No,Poor Website
Town,Silver Membership,Yes,Credit/Debit Card Offers,Unknown,627.21,14606.64,9.0,703.38,Yes,Yes,Poor Product Quality
City,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,143.87,44124.8,9.0,739.83,No,Yes,Poor Website
Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,57.54,80871.465,19.0,790.58,No,Yes,User Friendly Website
City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,0.0,37307.49,15.0,1031.30375,Yes,No,No reason specified
Town,Silver Membership,Unknown,Without Offers,Smartphone,161.79,15233.43,18.0,777.81,Yes,No,Poor Website
Unknown,Basic Membership,No,Credit/Debit Card Offers,Smartphone,32.36,40586.97,25.0,628.13,Yes,No,No reason specified
Town,Silver Membership,No,Gift Vouchers/Coupons,Unknown,143.47,27786.99,0.0,600.06,Yes,No,Too many ads
City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,36.39,1463.07,24.0,766.77,No,Yes,Poor Product Quality
Unknown,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,801.13375,43320.61,18.0,299.8337499999999,No,Yes,Poor Product Quality
Unknown,Silver Membership,No,Without Offers,Unknown,85.08,35764.54,0.0,1031.30375,Yes,No,Too many ads
Town,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,239.09,6771.24,19.0,365.1687946,Yes,Yes,Reasonable Price
Town,Premium Membership,Yes,Without Offers,Smartphone,292.42,26058.32,0.0,742.6,No,Yes,Poor Customer Service
Unknown,No Membership,Yes,Without Offers,Unknown,140.27,2836.96,6.0,539.35,Yes,No,Too many ads
City,Gold Membership,No,Credit/Debit Card Offers,Unknown,52.34,28767.65,7.0,660.37,No,Yes,No reason specified
City,Platinum Membership,Yes,Without Offers,Desktop,169.81,36384.15,24.0,782.0,Yes,No,No reason specified
City,Gold Membership,No,Without Offers,Unknown,484.84,46619.89,14.0,1031.30375,Yes,Yes,Poor Website
City,Silver Membership,No,Without Offers,Both,295.84,6282.72,18.0,726.38,Yes,No,Poor Customer Service
City,Platinum Membership,No,Without Offers,Smartphone,56.09,37068.69,7.0,299.8337499999999,Yes,No,Poor Customer Service
Unknown,Gold Membership,No,Gift Vouchers/Coupons,Desktop,53.36,10451.09,22.0,1031.30375,Yes,No,No reason specified
Town,No Membership,Yes,Without Offers,Smartphone,109.09,29512.73,10.0,632.51,Yes,No,No reason specified
Town,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,32.09,27533.24,22.0,299.8337499999999,Yes,No,Poor Website
City,No Membership,Yes,Without Offers,Smartphone,222.74,11782.29,17.0,568.08,Yes,No,Too many ads
Town,No Membership,Unknown,Gift Vouchers/Coupons,Desktop,30.16,29173.74,10.0,346.7172626,Yes,No,No reason specified
City,Basic Membership,No,Credit/Debit Card Offers,Desktop,121.61,41101.02,26.0,707.78,Yes,No,Poor Website
Town,No Membership,Unknown,Credit/Debit Card Offers,Unknown,112.79,31730.92,5.0,678.26,No,Yes,No reason specified
Unknown,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,801.13375,25082.25,24.0,299.8337499999999,No,Yes,No reason specified
Unknown,Basic Membership,No,Credit/Debit Card Offers,Unknown,132.71,44476.58,10.0,643.46,No,Yes,Poor Website
Village,No Membership,Yes,Credit/Debit Card Offers,Desktop,801.13375,43861.76,18.0,613.58,No,Yes,Poor Website
Village,Basic Membership,Yes,Unknown,Unknown,31.38,2786.24,10.0,299.8337499999999,Yes,No,Poor Product Quality
Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,236.24,5519.14,24.0,299.8337499999999,No,Yes,No reason specified
Town,Silver Membership,No,Without Offers,Desktop,801.13375,5075.24,16.0,774.66,No,Yes,Poor Customer Service
City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,546.49,48771.92,18.0,561.99,No,Yes,No reason specified
Village,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,66.95,19943.14,25.0,663.77,No,Yes,Poor Website
Town,No Membership,Unknown,Without Offers,Desktop,0.0,9238.99,20.0,623.4,No,Yes,Poor Customer Service
Town,Gold Membership,Unknown,Gift Vouchers/Coupons,Smartphone,88.01,35433.13,0.0,772.11,No,Yes,Quality Customer Care
Unknown,Premium Membership,Yes,Without Offers,Smartphone,53.59,4157.2,6.0,739.84,No,Yes,No reason specified
City,Gold Membership,Unknown,Without Offers,Smartphone,53.59,31562.87,25.0,770.46,Yes,No,No reason specified
Town,Platinum Membership,No,Without Offers,Desktop,291.3,80871.465,16.0,761.6,Yes,No,User Friendly Website
Unknown,Basic Membership,Unknown,Credit/Debit Card Offers,Smartphone,174.11,28753.51,17.0,574.36,No,Yes,No reason specified
City,Premium Membership,Unknown,Without Offers,Smartphone,141.46,28281.87,13.0,785.4,Yes,No,Too many ads
City,Silver Membership,Unknown,Credit/Debit Card Offers,Smartphone,179.71,19188.66,9.0,389.7736489,No,Yes,Too many ads
City,Basic Membership,Yes,Credit/Debit Card Offers,Unknown,801.13375,32926.96,22.0,299.8337499999999,No,Yes,No reason specified
City,Silver Membership,No,Credit/Debit Card Offers,Unknown,98.62,13483.46,19.0,625.86,Yes,No,Too many ads
City,Silver Membership,Unknown,Without Offers,Desktop,47.84,22380.1,0.0,299.8337499999999,Yes,No,No reason specified
Town,Silver Membership,Yes,Without Offers,Smartphone,726.09,20025.09,18.0,683.96,No,Yes,Poor Product Quality
Village,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,171.43,20322.05,18.0,517.31,Yes,No,Poor Product Quality
City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,128.32,41767.47,19.0,558.42,No,Yes,No reason specified
City,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,175.02,45214.9,4.0,704.31,Yes,No,Reasonable Price
Village,Silver Membership,No,Without Offers,Desktop,155.84,11630.42,26.0,771.82,No,Yes,Poor Product Quality
Village,Silver Membership,No,Credit/Debit Card Offers,Smartphone,133.08,4819.07,14.0,756.98,Yes,No,Poor Website
Unknown,Basic Membership,Yes,Gift Vouchers/Coupons,Both,644.4,25239.79,8.0,990.6766042,Yes,Yes,Poor Customer Service
City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,68.53,17682.29,11.0,714.89,No,Yes,Poor Website
Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,126.26,24013.38,15.0,624.18,Yes,No,Poor Product Quality
Town,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,101.76,52362.44,2.0,731.62,No,Yes,Quality Customer Care
City,Silver Membership,Unknown,Credit/Debit Card Offers,Both,801.13375,13155.16,8.0,703.81,Yes,No,Too many ads
Village,No Membership,Unknown,Without Offers,Smartphone,0.0,13956.68,10.0,517.9,Yes,No,No reason specified
City,Gold Membership,Yes,Without Offers,Desktop,70.89,13170.75,10.0,603.5,Yes,No,Poor Website
Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,147.27,47886.75,23.0,502.55,No,Yes,Too many ads
Village,No Membership,No,Gift Vouchers/Coupons,Desktop,32.89,8620.96,23.0,612.76,No,Yes,Poor Product Quality
City,Silver Membership,Yes,Gift Vouchers/Coupons,Unknown,0.0,4596.3,29.0,299.8337499999999,Yes,No,Poor Product Quality
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,42.11,48732.53,5.0,681.01,No,Yes,No reason specified
Unknown,No Membership,No,Credit/Debit Card Offers,Desktop,463.64,14176.97,12.0,1031.30375,Yes,No,Too many ads
City,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,163.13,12660.56,25.0,700.48,Yes,No,Poor Product Quality
City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,193.41,3970.21,16.0,728.31,Yes,No,Too many ads
Town,Gold Membership,No,Without Offers,Smartphone,144.29,31418.1,14.0,716.94,No,Yes,No reason specified
Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,135.21,23056.78,15.0,299.8337499999999,No,Yes,Poor Website
